country,year,CO2,GHG(Indirect CO2),GHG,HFC,CH4,NF3,N2O,PFC,SF6,HFC+PFC
Cyprus,2013,6449.610812027,8020.09846997047,8020.09846997047,324.70366592627,918.03627175,null,327.5974643,null,0.1502559672,null
Cyprus,2014,6878.555308563,8453.76741329697,8453.76741329697,320.54079856597,923.95729815,null,330.5656784,null,0.148329618,null
Czech Republic,1990,161662.018871736,198621.240805831,196508.927567957,null,23315.0467690008,null,11446.6469272203,null,85.215,null
Czech Republic,1991,146047.33959314,179630.548190822,177638.103219304,null,21607.1754215005,null,9898.53869276329,null,85.0495119,null
Czech Republic,1992,141565.719740237,172740.62628144,170790.902492644,null,20139.1599524718,null,8999.6686196642,null,86.3541802716,null
Czech Republic,1993,135588.565572531,164865.692577199,162967.290784898,null,19226.5899303059,null,8064.5856625792,null,87.549619481868,null
Czech Republic,1994,129188.734109272,156919.265024264,155204.904912792,null,18086.8290768361,null,7840.70196490355,null,88.639761780456,null
Czech Republic,1995,129767.166426691,157350.40343243,155629.711894291,0.2285787288928,17744.9425854554,null,8027.71793324945,0.00883,89.647540166376,null
Czech Republic,1996,132234.071786388,159496.56013386,157802.916687697,34.6754833845438,17564.9120993273,null,7869.55193757898,0.4655587478,99.239822270412,null
Czech Republic,1997,128732.638710869,155548.726287072,153873.808646794,99.0166392294564,17105.0797387672,null,7838.49264850086,1.56259857234407,97.018310854596,null
Czech Republic,1998,123696.517294897,149574.351299437,148054.793462295,134.151750705874,16431.8822443428,null,7694.96090306874,1.5264379612585,95.754831318888,null
Czech Republic,1999,115475.259995958,140428.949751359,139052.757030255,147.59900958417,15771.0192915883,null,7561.34569543948,0.84022894215434,96.692808742392,null
Czech Republic,2000,125841.969268613,149753.57653768,148624.740536033,203.987622542034,14896.9598528393,null,7568.7508246245,3.94609471781817,109.126872696324,null
Czech Republic,2001,125541.536474736,149273.387344918,148191.637493571,308.585319133388,14582.6966713551,null,7650.73702464,8.54303775749736,99.538965949452,null
Czech Republic,2002,122593.400101873,145622.965867921,144598.346007204,400.578900547418,14091.9237338679,null,7375.06206802929,15.4309141736833,121.950288712152,null
Czech Republic,2003,126151.648802001,148967.238483566,147957.675604932,508.64054085078,14100.163381463,null,7044.60293100224,7.27394865331202,145.346000961624,null
Czech Republic,2004,126876.916162316,149733.015180822,148765.437576363,602.46643926535,13662.7252004331,null,7491.18980351111,10.9806268960446,121.159343941416,null
Czech Republic,2005,124590.137925265,147600.476572277,146556.433500574,700.765201744863,14032.8320191286,null,7107.64171808379,12.7351649519389,112.32147139974,null
Czech Republic,2006,125923.402444959,149389.776089742,148334.150388754,937.230360912863,14265.958595564,null,7069.14006491977,29.0066881000163,109.412234298168,null
Czech Republic,2007,126933.162985254,150213.502592063,149205.282424531,1282.33513077746,13800.5707318147,null,7067.65619801291,27.0289353773216,94.528443294,null
Czech Republic,2008,121780.716313732,145567.080699127,144582.12594207,1511.87089184687,14227.763705649,null,6930.08190648947,37.2934312436944,94.399693108512,null
Czech Republic,2009,113970.029219436,137086.77903594,136167.939350653,1639.13372596876,13800.6277577976,null,6616.85086175011,44.1436351376944,97.1541505626,null
Czech Republic,2010,115757.36858641,139148.951861755,138226.417774929,1947.7064247891,13992.577303959,null,6398.1561228289,49.3217341893848,81.2876027523,null
Czech Republic,2011,114113.146744787,137948.618700005,137003.693376435,2219.11092869221,14017.0357351339,null,6557.25229605377,10.7174354333106,86.430236334216,null
Czech Republic,2012,109841.328902436,133778.906336159,132865.249766024,2395.38699622093,14086.0926559991,1.7974,6441.22389738116,8.73895467856366,90.68095930872,null
Czech Republic,2013,106477.08866661,129786.733647197,128972.774339361,2621.1821896344,13435.2557834496,3.82356,6335.43371232632,6.60744120717277,93.382986133836,null
Czech Republic,2014,101159.12216724,125033.10582198,124245.643140154,2830.38224927792,13491.7350801132,2.35296,6660.69397839425,5.34193902103615,96.014766107424,null
Denmark,1990,54306.4333356516,71470.183211674,70245.5311531394,null,8082.7076134516,null,7813.98220403621,null,42.408,null
Denmark,1991,64874.8138594637,82163.9325216713,80895.753441567,null,8279.66224670937,null,7680.69773539393,null,60.5796,null
Denmark,1992,58960.3115236108,76260.9911320547,75024.6940321236,3.6896,8364.64610116621,null,7610.88310734658,null,85.1637,null
Denmark,1993,61038.6712439614,78138.1930583691,76926.0764441754,102.28704,8570.9152817898,null,7117.56479342416,null,96.638085,null
Denmark,1994,64988.7809040025,82064.6645053473,80897.0768727475,146.3576507112,8437.69390271024,null,7207.60031402353,0.066225,116.5778763,null
Denmark,1995,61914.1610128897,78984.8718855628,77841.8197832971,241.484474914362,8497.61328401879,null,7085.34925940786,0.6335525,102.578199566364,null
Denmark,1996,75110.840989738,91956.1004876897,90826.2998976041,379.983752241704,8608.32097420401,null,6666.74780296077,2.09337225,58.31300620962,null
Denmark,1997,65457.8348433241,82264.6688681631,81211.7545626972,377.532879697761,8506.80196089025,null,6794.51884463166,5.195285025,69.870749128416,null
Denmark,1998,61117.3416291516,78033.5456150595,77025.3449032885,477.676722009867,8572.25402920572,null,6789.72994670559,11.4748565225,56.867719693248,null
Denmark,1999,58456.4158198368,75520.2701761614,74579.4630263236,587.206412021858,8465.65156344192,null,6992.43924979096,15.74457587025,62.005405361892,null
Denmark,2000,54148.9049729906,71007.9297239399,70130.8897006542,710.672209729079,8355.10829286277,null,6837.48781306869,22.567448283225,56.148963719808,null
Denmark,2001,55845.147180549,72757.1164028408,71905.3040469615,747.113470149512,8611.9154571632,null,6645.01710511251,27.911832355344,28.199001631932,null
Denmark,2002,55339.6716999691,72260.1099393143,71446.8213643743,794.62392044561,8534.70873161076,null,6726.27499735231,28.013003919633,23.529011076912,null
Denmark,2003,60493.9617162995,77212.6403786028,76415.1958800115,829.370378747835,8547.44503107124,null,6490.23171109984,24.592389402758,29.594653390308,null
Denmark,2004,54916.9105639724,71072.6799034672,70306.8469605871,894.754884624938,8392.88343058255,null,6050.82549268459,20.534267704379,30.938321018268,null
Denmark,2005,51307.2445174626,66594.6809530195,65858.2752701226,951.905408550881,8148.66665814821,null,5411.64556687349,18.767038231956,20.046080855508,null
Denmark,2006,59162.4996316885,74321.3576577687,73622.6556549575,977.625547473618,8038.39858566613,null,5389.35753047604,21.150361908937,33.623997744276,null
Denmark,2007,54429.0851744511,69661.1796452394,69004.0426852289,1010.20386173366,8033.11864277544,null,5482.2110056033,21.186794217955,28.237206447372,null
Denmark,2008,50935.6715289027,65963.7633642098,65335.9858890349,1014.58138911006,7888.33361672816,null,5449.49481677779,18.444488645718,29.46004887048,null
Denmark,2009,48592.2113851369,63066.657814688,62496.280636868,964.773724709446,7736.95119835375,null,5147.99594399131,19.979916431676,34.368468244908,null
Denmark,2010,48993.4173755474,63499.8366628903,62944.0054047267,971.909492859225,7786.91504181373,null,5137.1642230126,18.672612787802,35.926658706,null
Denmark,2011,43970.7892561051,58244.3622922872,57740.2467497557,908.385404005149,7642.00247598388,null,5133.77010296871,15.757724600625,69.541786092264,null
Denmark,2012,39524.4020330104,53408.4070224009,52933.9717839898,826.137278801188,7484.69780241921,null,4974.30190021738,12.248821396879,112.183948144752,null
Denmark,2013,41537.0358081307,55435.0429033332,54984.3384703086,810.64139475336,7380.66591211233,null,5114.30580754653,10.9029596346254,130.78658813112,null
Denmark,2014,37460.6564588265,51206.6723882224,50785.2927329648,735.435645873786,7362.96580142096,null,5084.61187572385,8.6638359711981,132.959115148452,null
Estonia,1990,36666.0272974484,39965.168718297,39965.168718297,null,1912.19338766312,null,1386.94803318539,null,null,null
Estonia,1991,33662.372514403,36794.5625866692,36794.5625866692,null,1825.52131402923,null,1306.620570437,null,0.0481878,null
Estonia,1992,24187.827575953,26876.4806469349,26876.4806469349,17.51317997,1585.1281387907,null,1085.92140009621,null,0.090352125,null
Estonia,1993,18810.9639158495,21001.9712440401,21001.9712440401,20.0196946835335,1349.78969025339,null,819.81142680363,null,1.38651645,null
Estonia,1994,19626.4459432317,21713.1632575004,21713.1632575004,22.9149299854698,1287.76549159454,null,773.069211913729,null,2.967680775,null
Estonia,1995,17953.7359736926,19934.7905834531,19934.7905834531,28.454399857753,1246.81186955066,null,702.713971252113,null,3.0743691,null
Estonia,1996,18666.1359705806,20631.7526567215,20631.7526567215,34.5582801517728,1265.14393763371,null,662.58133430339,null,3.333134052,null
Estonia,1997,18223.6042706384,20262.1584010382,20262.1584010382,41.3138200581129,1318.57002819266,null,675.819384057021,null,2.850898092,null
Estonia,1998,16684.3031468739,18705.8234879671,18705.8234879671,52.2518396218539,1280.35522131878,null,686.06511578056,null,2.848164372,null
Estonia,1999,15518.4906207187,17358.5004723794,17358.5004723794,63.394363404444,1197.48060973097,null,576.253562953293,null,2.881315572,null
Estonia,2000,15141.3877177023,17061.8525770349,17061.8525770349,79.1473138284342,1237.38661811289,null,601.320771079247,null,2.610156312,null
Estonia,2001,15493.8609887605,17473.0230485506,17473.0230485506,97.1867162081839,1278.59546226988,null,601.710064305643,null,1.6698170064,null
Estonia,2002,15020.2841500601,16930.0907302884,16930.0907302884,98.8306106453945,1229.78306528844,null,579.81772822248,null,1.375176072,null
Estonia,2003,16833.2142927367,18782.3647025788,18782.3647025788,104.867951566727,1233.42072726444,null,609.588748916545,null,1.2729820944,null
Estonia,2004,17055.0742451822,19055.487479688,19055.487479688,119.327334223453,1247.51885004831,null,632.529220727631,null,1.0378295064,null
Estonia,2005,16330.7338304477,18297.6746871499,18297.6746871499,134.958268474771,1209.49974865901,null,621.450093321964,null,1.0327462464,null
Estonia,2006,15719.5289253761,17686.4656016219,17686.4656016219,154.56619902732,1192.14620738161,null,619.029068386866,0.09447217,1.10072928,null
Estonia,2007,18755.6479305233,20816.9352876355,20816.9352876355,170.367740074701,1223.38046026192,null,666.539863671522,0.0769093,0.922383804,null
Estonia,2008,17264.5200333765,19374.623993778,19374.623993778,150.394817419873,1213.6813667467,null,744.691616284892,0.04855617,1.28760378,null
Estonia,2009,14153.005161794,16181.965393366,16181.965393366,157.529599176477,1168.36839941857,null,701.683749536995,null,1.37848344,null
Estonia,2010,17833.779609149,19911.6818808835,19911.6818808835,175.432505308829,1182.87076894973,null,717.870158861874,null,1.728838614,null
Estonia,2011,18449.9308643309,20485.0360389207,20485.0360389207,183.0029356155,1134.03455551706,null,716.297908811208,null,1.769774646,null
Estonia,2012,17304.6372276438,19423.3253615838,19423.3253615838,193.034322112355,1143.20507646736,null,780.572716248272,null,1.876019112,null
Estonia,2013,19566.3683734371,21676.70632569,21676.70632569,206.458396470789,1132.68979885955,null,769.162697021836,null,2.0270599008,null
Estonia,2014,18918.7153387101,21059.2401362604,21059.2401362604,216.522041055605,1102.37331637054,null,819.529049495335,null,2.1003906288,null
European Union,1990,4462205.14458363,5664845.83754834,5656504.15996443,29125.6362996247,734491.057033518,23.775889730364,388663.46058574,25369.6620194011,10919.6996587874,5705.723894
European Union,1991,4403723.16147676,5566394.79309925,5558236.55630064,29148.253055315,715378.704916053,25.486229029928,370242.088935833,23023.0803797629,11459.0579878801,5236.72332
European Union,1992,4259922.81188982,5386789.04575116,5378840.52651769,31563.920261268,695017.254202625,27.37071480848,355959.76786929,18844.4240419628,12282.8279079145,5222.14963
European Union,1993,4177106.50927114,5287674.68439199,5279950.93806812,34486.6171594266,686376.82193796,29.44722859624,345876.471393106,17891.0518691425,12968.3820487472,5215.63716
European Union,1994,4161321.31739286,5262577.90581552,5255113.71608995,39125.6461609917,669301.26346178,32.494030108916,348484.822972035,17217.9420896803,14142.8448724973,5487.38511
European Union,1995,4204480.85553967,5313164.01533885,5306108.24726528,43748.9787423997,668698.051516691,43.481083627964,351343.564078907,16805.5400569795,15214.5294850047,5773.246762
European Union,1996,4304793.28338046,5420397.75007095,5413299.63343299,50862.6833235873,665079.336732812,69.4206446022,356924.647676983,16147.6368474015,15098.0037711478,4324.621056
European Union,1997,4216524.73281421,5320564.7231037,5313562.00592722,58699.6992086244,651528.738611337,103.422374691952,353901.179361895,14975.2874783921,13620.3417020676,4208.604376
European Union,1998,4207666.03163804,5272462.07000893,5265845.71031395,60079.9047510436,634900.160179924,116.818673629288,331944.081021336,14155.1426610183,12875.1109129582,4108.460476
European Union,1999,4139002.99479822,5159735.32348517,5153484.8505628,51748.8413396434,622775.452019011,60.790961401372,311617.795637016,13770.4398105343,10561.3584629677,3947.177534
European Union,2000,4165145.4407136,5167968.22245281,5161668.58707868,52788.8348278767,609440.975898133,115.813276128828,309752.768575118,11800.2915091444,10546.7179446828,2077.744334
European Union,2001,4232036.86327499,5218920.54800064,5212778.66142587,52032.5931241372,600252.512233256,82.369082539064,306270.054080363,10572.4666747186,9734.46382186482,1797.339134
European Union,2002,4208860.12268355,5174907.8662694,5169047.49611873,55756.5875135975,586079.497621722,133.944841610532,295460.485722041,12287.149548082,8597.24695412468,1872.461234
European Union,2003,4306103.94478558,5261522.70683387,5255793.44434725,62319.2019152934,575051.654505593,146.820604989224,292877.869255273,10162.3007913942,8110.39113012754,1021.261359
European Union,2004,4314560.87112777,5256647.34264488,5251101.60149233,65950.5100513257,555673.072414182,132.425271746812,297172.717319457,8610.46492401239,8121.17649983525,880.363884
European Union,2005,4290586.66799942,5216650.60775163,5211185.96530681,71802.2559052239,543442.470359115,155.965446411044,289132.4745293,7225.36575668559,7929.74738345675,911.0179272
European Union,2006,4297988.16195699,5205374.69658918,5200036.3203393,76046.7639333348,531707.940879268,141.023426929852,279466.441154281,6435.83425480503,7499.45127329735,750.7034604
European Union,2007,4244213.12941646,5146226.25568874,5141105.72703058,82129.6823032502,520923.65690099,163.03676748804,280033.581412401,5968.64361192412,7108.090324469,565.9062936
European Union,2008,4149624.29618927,5036304.23974741,5031461.29079259,89587.3361470989,510421.889519788,149.150632422208,269056.823186962,5119.1397055615,6700.49448468642,802.1609268
European Union,2009,3814305.25795781,4672791.93065256,4668298.76528723,94070.2182839017,495012.880473162,77.369604336128,254094.405670615,3332.04392983159,6296.50111757701,1110.08825
European Union,2010,3933290.52224844,4780148.28251479,4775529.25928464,102676.186561369,484704.844801329,119.446191157172,244135.499956629,3857.82259272209,6378.66502299905,366.27191
European Union,2011,3789763.64094378,4624392.11759198,4619894.87374975,105153.343407964,474490.816761964,127.22133417034,239713.781786829,4225.76748236981,6243.62423267202,176.6778
European Union,2012,3728965.03097874,4558269.85664379,4553876.22623171,108206.156499101,469808.637546842,93.1290384431,236629.022077268,3680.62834322903,6311.53908309272,182.082665
European Union,2013,3646389.52530377,4467372.63610733,4463077.61911388,110393.496492912,458525.673635933,68.492991964148,237361.491847545,3939.09056290682,6206.44411985206,193.404158999999
European Union,2014,3463397.56376209,4282156.78219673,4278052.25141196,112215.153839033,452695.943070072,74.339224081068,239890.166462187,3486.24942842743,6140.88662804132,151.94899803
Finland,1990,56950.8481820202,71338.5623970918,71076.9955343198,0.024024986,7744.71648814565,null,6328.71648460905,0.207057,52.483297558872,null
Finland,1991,55187.1794528947,69069.9524625108,68823.8503769894,0.03195116838,7714.30236241026,null,5881.93675030608,0.238116,40.161744209988,null
Finland,1992,54264.3793101323,67657.2551627947,67421.2277150837,0.040504529712,7669.45024354611,null,5461.41289768856,0.273833,25.670926187016,null
Finland,1993,56333.26799423,69898.9316762607,69675.9495168867,0.190541969656,7707.9832414101,null,5614.44591958677,0.314908,19.746911690172,null
Finland,1994,61696.3853292446,75401.5416216613,75186.2205452823,5.344578130212,7674.10373712289,null,5786.16374762057,0.362145,23.861008164012,null
Finland,1995,58126.247543133,71848.4217814197,71644.301372275,26.902252736684,7469.55919015096,null,5984.19575566851,0.416466,36.980164585872,null
Finland,1996,64038.9222021128,77635.8988543123,77446.1272704028,74.188748278584,7392.08120336162,null,5886.29683034134,0.478937,54.159349308492,null
Finland,1997,62698.0867925088,76216.9343799597,76038.3268859278,149.487601978443,7308.33510699067,null,5831.75844753035,0.550777,50.108159919528,null
Finland,1998,59351.4981462986,72547.8010697551,72378.9825031932,247.076487502632,7062.38153640282,null,5678.76837027459,0.633393,38.62456971456,null
Finland,1999,58872.9308028447,71916.2671877857,71755.398003318,330.627569534521,6911.88870684184,null,5573.50049147288,35.6934882,30.756944424084,null
Finland,2000,56973.3505273429,70009.504589963,69855.0106453243,559.31846514369,6661.09848014005,null,5621.95734522058,13.226121095,26.059706382048,null
Finland,2001,62442.6400686017,75324.0562236299,75171.3885800538,592.117170735794,6519.02653867057,null,5569.39400428778,22.6845372266,25.526260531296,null
Finland,2002,64946.4682059915,77740.9602079674,77600.2046934694,634.024975980659,6301.45349814581,null,5676.41835284394,16.50458664744,25.33507386,null
Finland,2003,72522.5901920366,85219.2986612438,85082.5791584517,635.744609730428,6092.65311451928,null,5787.69900624858,18.32408905674,25.56814686,null
Finland,2004,68821.8128908428,81433.9721913076,81300.6190152811,688.64946146022,5907.35786486111,null,5844.56970927116,14.3909954,23.838093445812,null
Finland,2005,56912.3148929823,69548.8578469739,69426.5733995718,895.422477788064,5659.29231113621,null,5921.3804785276,15.9741532,22.189085937624,null
Finland,2006,68201.9059970754,80739.0685181776,80616.21920221,910.552255172875,5731.23824153894,null,5725.75086732767,19.2075921,27.564248995128,null
Finland,2007,66531.7208142561,79212.739202928,79096.3253832404,1149.94356980483,5591.48730557558,null,5793.79319374182,10.20663632902,19.173863533092,null
Finland,2008,58461.6330236854,71324.5754374347,71219.4402188768,1338.78916272852,5460.81837555993,null,5917.6058746115,13.93489389192,26.658888399588,null
Finland,2009,55635.5827690138,67670.2911623919,67575.2972016161,1425.5620974961,5404.95544159765,null,5070.90249707673,11.58387444778,26.710521984108,null
Finland,2010,63828.0182275297,75930.9702322258,75835.0204247157,1820.34465424587,5487.22228155129,null,4676.58281741075,1.060941,21.791502978144,null
Finland,2011,56478.7455886964,68033.9654261421,67947.0752353953,1587.89581113814,5306.52535118825,null,4547.93466904221,2.29971034165,23.67410498868,null
Finland,2012,50983.2728750769,62403.7480573425,62320.6350025736,1517.24760807946,5264.87608155703,null,4527.42472097089,5.65778724924,22.15592964,null
Finland,2013,51834.6967381541,63276.8885138436,63196.6016281563,1612.49060382639,5122.63476634708,null,4589.41603649606,6.66307129273,30.70041204,null
Finland,2014,47597.7335272535,59105.0771867268,59028.9870736425,1743.27898771721,5016.97475927124,null,4626.44529423974,10.303868640737,34.25063652,null
France,1990,400652.624020681,551057.029623151,549064.800795286,4402.19994328629,68916.2451844809,16.480883198436,67665.0963966015,5190.38858384413,2221.76578319338,null
France,1991,425042.920702848,577151.660719953,575242.637317451,5124.37681761492,69716.5189421919,18.1289715184,68232.7496472636,4810.46547146533,2297.47676454966,null
France,1992,414955.076785321,565981.292931607,564121.504674393,4417.80752937641,69655.999402699,19.94186867024,67817.2148560581,4906.23797974481,2349.2262525231,null
France,1993,394334.83380057,543333.149958896,541583.884470147,2936.3826814197,70105.2675441496,21.936055537264,66951.8882312991,4831.98538603529,2401.59077113631,null
France,1994,394536.962436592,542394.753754973,540655.787889382,1952.570637061,70218.6948335419,24.129661090956,67047.1291904924,4313.40745706277,2562.893673541,null
France,1995,401571.225451732,550558.098519151,548820.131999806,1912.11375031142,71037.5972489191,26.5426272,68570.3600676745,3069.28484995456,2633.00800401431,null
France,1996,414013.070054113,565422.012593217,563711.59170328,3259.83623741766,70531.7294337273,48.594816,70355.993117673,2810.7015068861,2691.66653746236,null
France,1997,407475.111806521,558839.49049853,557135.203172134,4111.5886690816,69337.9969309813,72.8315424,70521.2783680232,2918.65581274502,2697.74004238198,null
France,1998,429051.499923046,575083.630670721,573371.786507785,4349.23248051648,69651.4999955398,89.6997888,64007.5898474858,3410.29367790934,2811.97079448744,null
France,1999,420506.321957388,562048.359040888,560359.383324335,5383.41498649957,69712.1789585953,28.409592493876,58037.0524807837,4206.32349490227,2485.68185367263,null
France,2000,417116.544673865,558215.972749139,556461.296488078,6642.94644348415,70804.6629751047,19.891693827152,56512.0748224093,2985.4105642297,2379.76531515877,null
France,2001,417864.70558616,558213.520700282,556514.386780197,8086.23433215259,69813.1366322753,28.445694444368,56147.5468959435,2640.88983896737,1933.42780025375,null
France,2002,413569.247853298,552270.72601065,550666.932497969,9397.31179913431,68554.5511011781,35.544820182568,53345.2948532905,4162.08521901902,1602.89685186658,null
France,2003,422312.884466797,558762.915662396,557264.297081536,10764.9939481514,67193.6740593953,30.46698872794,51538.4101767204,3838.7786681438,1585.08877360008,null
France,2004,423168.636085445,556057.006749307,554620.230495207,11754.871051028,65595.1706935046,35.544820182568,49822.9250731393,2626.77729803323,1616.30547387455,null
France,2005,428557.610248936,559398.805733464,557991.587007233,12676.0322607735,64648.9662937465,31.2696,48969.4477288948,1748.24988724352,1360.01098763857,null
France,2006,417662.678913825,547645.150476835,546295.993852051,13686.2685489363,64334.0646145919,29.756,47876.6192863574,1450.31796981777,1256.28851852255,null
France,2007,408508.589897444,538725.788205634,537505.380929578,14595.1311637394,63982.0876839439,42.1056,48057.0394991582,1167.35230993816,1153.07477535455,null
France,2008,401878.86465183,531834.046777706,530720.36062146,15788.1897623719,64028.1148182801,46.354,47099.1236401676,765.668792524516,1114.04495628562,null
France,2009,383957.624293905,511294.613817561,510304.292070832,16311.6095618588,62891.0095101663,24.9572,45642.3386955562,546.73406304374,930.018746301348,null
France,2010,394235.674136659,519972.333135512,518939.633305681,17363.7998099207,62525.8673176549,32.1296,43316.6262924628,605.292221904073,860.243927080128,null
France,2011,368183.438441815,492623.158183279,491554.288494215,18579.7938070522,61629.4557619662,31.3556,41732.0739671842,761.96022581171,636.210690386028,null
France,2012,370491.153703148,493928.804352035,492924.885159499,18987.8598020581,60127.5132193103,20.3992,41875.3083673158,778.267427958322,644.383439708676,null
France,2013,369985.594525824,492151.894024428,491159.265947329,19170.7393294348,59044.2244613822,10.6296,41715.4959878521,657.612215269055,574.96982756724,null
France,2014,341152.531504158,465369.527335374,464417.795172965,19398.6825232964,59761.9528472267,10.6296,43031.3392485803,591.712394537396,470.947055166456,null
Germany,1990,1052238.2340002,1249828.64870129,1249828.64870129,50.32,119234.769548572,6.88,65188.8516268817,3060.2315,4343.638131636,5705.723894
Germany,1991,1014119.71977239,1203219.25595579,1203219.25595579,45.9220062644,113697.661601505,6.88,62711.8469863504,2654.6235,4745.87876928,5236.72332
Germany,1992,965790.835271489,1152900.32820838,1152900.32820838,287.5644590521,110261.119707033,6.88,63686.8532595428,2407.11875,5237.80713126,5222.14963
Germany,1993,955977.599356065,1143674.9023058,1143674.9023058,2492.8558365488,110830.331560082,6.88,60921.6171925002,2256.3898262972,5973.591374304,5215.63716
Germany,1994,939207.328236553,1124257.53296309,1124257.53296309,2683.0981788552,106948.196214421,6.88,61756.6417555732,1918.7755989799,6249.227868708,5487.38511
Germany,1995,938148.0930919,1120943.90480089,1120943.90480089,2606.0735993744,104722.349111503,5.289716724,61135.982143179,2085.7208519202,6467.149524288,5773.246762
Germany,1996,958368.724698229,1138767.65811376,1138767.65811376,3392.97797253605,102065.899968129,7.221133276,62404.5335799045,2041.1871893157,6162.492516372,4324.621056
Germany,1997,930768.560542915,1104243.75369149,1104243.75369149,4134.19908899373,97821.4079091795,7.8518,59540.8018578211,1653.4839981524,6108.844118424,4208.604376
Germany,1998,922778.540047935,1078643.50204424,1078643.50204424,4837.33235475625,92582.8263981802,7.583766724,46658.0534921103,1781.790641552,5888.914866984,4108.460476
Germany,1999,895336.786172859,1045419.70899266,1045419.70899266,5161.16483144972,91950.884989181,6.685066724,43242.4891829438,1484.7690261203,4289.75218938,3947.177534
Germany,2000,899284.993390718,1043294.43431627,1043294.43431627,5972.05163961269,87647.831055257,8.91605,43274.075126665,956.3249366953,4072.497783324,2077.744334
Germany,2001,915634.439635279,1058070.10262725,1058070.10262725,7346.29314585491,83997.3104199,7.820266724,44665.5199820162,869.6013591746,3751.778684304,1797.339134
Germany,2002,899161.567421003,1036942.43863737,1036942.43863737,7943.21475839427,80070.7211145719,12.219166724,43849.5670144331,945.647647991,3087.040280256,1872.461234
Germany,2003,900377.585440517,1033727.65586751,1033727.65586751,8102.16179231695,76675.5132245103,19.377233276,43482.068802201,1015.5303278961,3034.157687796,1021.261359
Germany,2004,886344.629703686,1017294.02960564,1017294.02960564,8546.57869520082,71621.0265587495,22.814366724,45657.6649811772,977.4001705905,3243.551245512,880.363884
Germany,2005,865958.513395873,991848.687081523,991848.687081523,8752.62764727365,68393.115093358,34.48944,43642.2880424378,836.7689433718,3319.866592008,911.0179272
Germany,2006,877422.45689212,999043.900402691,999043.900402691,9135.85826323885,64446.0125643471,27.83992,43351.0600038012,668.4684378916,3241.500860892,750.7034604
Germany,2007,850795.7207597,971998.326214991,971998.326214991,9422.41749132518,62176.4396182939,12.0228,45257.888831885,587.3371341023,3180.593286084,565.9062936
Germany,2008,853229.940752254,973942.17132529,973942.17132529,9368.02796676995,61206.5919907347,29.595868,45768.6413223936,565.999678438,2971.2128199,802.1609268
Germany,2009,788422.437923384,906423.028725622,906423.028725622,9613.58054963515,58947.976950009,29.081333268,44969.9864483368,405.8981948932,2923.979076096,1110.08825
Germany,2010,832259.203309583,941038.691230732,941038.691230732,9914.6869693544,58092.1746036375,61.433666732,36952.5090330272,345.37465459,3047.037083808,366.27191
Germany,2011,812483.219621071,921829.743532604,921829.743532604,10353.2583473543,56966.4720171698,61.206666636,38347.3209531827,278.5131586336,3163.074968556,176.6778
Germany,2012,817031.440197659,926338.361640261,926338.361640261,10547.6349187641,57647.4129377664,35.207000092,37497.4936607524,242.1952982868,3154.89496194,182.082665
Germany,2013,835792.632256705,945150.947996296,945150.947996296,10569.4340298083,56975.0838315538,16.0304,38084.9191806386,258.2424803299,3261.20165826,193.404159
Germany,2014,792902.788025434,901763.938802623,901763.938802623,10750.3677775755,55527.8634424139,20.2788,38780.289995392,234.23012791,3396.171635868,151.94899803
Greece,1990,83403.7199982216,104716.492083172,104716.492083172,1182.816,12534.1245971224,null,7402.64281402762,190.2597858,2.928888,null
Greece,1991,83390.3546805713,104767.844628879,104767.844628879,1400.08,12513.6486135472,null,7269.55164996042,191.1907368,3.018948,null
Greece,1992,84949.0258298748,106017.53859281,106017.53859281,1149.072,12598.7072283314,null,7129.88046160346,187.741785,3.111288,null
Greece,1993,84263.0078976228,105565.321078537,105565.321078537,2032.43915305,12589.3614976901,null,6564.37569257449,112.9376556,3.199182,null
Greece,1994,86425.8565118787,108402.558432157,108402.558432157,2712.11246316,12710.7969355586,null,6480.19419955965,70.308966,3.289356,null
Greece,1995,86980.6457725937,110704.111282453,110704.111282453,4157.37596992872,12830.0078211275,null,6669.80922700312,62.8524918,3.42,null
Greece,1996,89134.4253965711,113843.045790288,113843.045790288,4820.16537150106,12984.3026861401,null,6846.91196407554,53.729172,3.5112,null
Greece,1997,93839.8699189575,118682.453532314,118682.453532314,5166.48802785957,12860.5150592604,null,6686.38644285652,125.63728338,3.5568,null
Greece,1998,98663.1941625214,124288.89384458,124288.89384458,5767.51429514513,13077.547365796,null,6621.5570833371,155.47853778,3.6024,null
Greece,1999,97979.7783523224,124462.644048816,124462.644048816,6721.1460300199,13048.393384033,null,6604.32412668112,105.30855576,3.6936,null
Greece,2000,103019.664690088,127570.605011918,127570.605011918,5261.83186356152,12816.9911994903,null,6346.04941154567,122.260247232,3.8076,null
Greece,2001,105407.307598309,128248.682487832,128248.682487832,4781.3884482475,11764.2791122408,null,6207.72807311416,84.10325592,3.876,null
Greece,2002,105051.466199101,128160.998223235,128160.998223235,5090.06558842149,11754.7634307252,null,6172.35756103089,88.287043956,4.0584,null
Greece,2003,109126.567554916,131655.183439536,131655.183439536,4733.35562321277,11651.6730121343,null,6050.25253250507,89.276316768,4.0584,null
Greece,2004,109571.060909579,132286.023570031,132286.023570031,4927.91153024745,11640.4033662938,null,6054.52883831513,87.855325596,4.2636,null
