country,year,CO2,GHG(Indirect CO2),GHG,HFC,CH4,NF3,N2O,PFC,SF6,HFC+PFC
Greece,2005,113219.822395958,135924.226108271,135924.226108271,5077.45227954165,11646.3345602405,null,5882.94951366643,91.511358864,6.156,null
Greece,2006,111777.743714104,132065.256674574,132065.256674574,2722.45340589096,11739.036949799,null,5730.83250457993,87.2101002,7.98,null
Greece,2007,114127.554270902,134852.84227531,134852.84227531,3245.14066079019,11542.2810575399,null,5825.36161258537,103.042673492972,9.462,null
Greece,2008,110255.765521907,131199.951864063,131199.951864063,3710.3482172854,11496.7293651832,null,5610.97455334186,118.952206345371,7.182,null
Greece,2009,103969.78429385,124697.195300591,124697.195300591,3964.12465526031,11340.9690478372,null,5325.95590579888,91.3453978446758,5.016,null
Greece,2010,97035.0827603655,118626.517522768,118626.517522768,4388.66802144415,11540.6404313943,null,5526.82836121731,129.438348346555,5.8596,null
Greece,2011,94102.9439816174,115576.783290434,115576.783290434,4661.65509784493,11378.9058333308,null,5317.62225164182,110.526125998605,5.13,null
Greece,2012,90710.5742463723,112086.436424032,112086.436424032,5061.77691494848,11249.2097049828,null,4912.05579470615,147.771191593888,5.048571428604,null
Greece,2013,82910.6259583055,104564.031249294,104564.031249294,5650.21859764964,11155.0325268011,null,4670.44097914161,172.562015967165,5.151171428604,null
Greece,2014,79628.2743994757,101298.184084813,101298.184084813,5758.12863877603,11086.1359200325,null,4686.08988734916,134.633696322023,4.921542857208,null
Hungary,1990,73115.1986276439,94133.9719251175,94133.9719251175,null,11967.2425194782,null,8664.9194671011,375.722486894352,10.888824,null
Hungary,1991,69392.7256389081,87301.0680049181,87301.0680049181,null,11674.0240070414,null,5898.46505861495,323.59787259829,12.25542775536,null
Hungary,1992,62050.1263972833,77312.1715997952,77312.1715997952,3.71454036870409,10397.6966584347,null,4661.37344047111,180.03805736488,19.222505872524,null
Hungary,1993,63174.9783732307,78134.8873778491,78134.8873778491,3.71454036870409,9872.85733548455,null,4857.52082161896,194.585003513472,31.231303632744,null
Hungary,1994,61568.3745934751,77026.1174095609,77026.1174095609,18.5782736540737,9389.62326133879,null,5798.26222892975,212.187218997811,39.09183316536,null
Hungary,1995,61354.4620207158,75705.7802126216,75705.7802126216,41.6483824274889,9034.22661974485,null,5000.68328482233,222.719179440243,52.0407254709,null
Hungary,1996,62950.2532137021,78015.9644529897,78015.9644529897,54.5058633679513,9165.18686943856,null,5569.08562476388,212.8050371876,64.127844529596,null
Hungary,1997,61549.9124641614,76553.8079993098,76553.8079993098,120.842801619565,9026.81757363921,null,5564.32015812769,212.280471028897,79.634530733028,null
Hungary,1998,61087.7637948753,76067.0556888398,76067.0556888398,202.777663046885,8933.20819016801,null,5485.9305674163,263.733628988859,93.641844344448,null
Hungary,1999,61593.1410164197,76610.4957421574,76610.4957421574,373.004875213474,8998.22978445531,null,5283.623978354,287.030881250729,75.4652064642,null
Hungary,2000,58336.8070649933,73556.6927025833,73556.6927025833,273.441768424328,8957.81834187386,null,5621.4669894554,283.114349327952,84.044188508412,null
Hungary,2001,59995.7344751382,75679.3479805696,75679.3479805696,355.943922795488,8897.43012339844,null,6080.43264043046,266.845373482288,82.961445324648,null
Hungary,2002,58968.2277702584,74153.5781963387,74153.5781963387,447.150731657364,9011.49654010019,null,5388.08821504104,271.90618149322,66.708757788456,null
Hungary,2003,61766.839595491,77192.4005780412,77192.4005780412,579.923813000475,9131.88807344021,null,5380.93485130088,254.412840496853,78.40140431178,null
Hungary,2004,60231.6619844867,76126.4666292177,76126.4666292177,704.416274222243,8603.56236475025,null,6221.69479040374,269.426370033108,95.704845321648,null
Hungary,2005,60329.5050120849,75933.2770395626,75933.2770395626,804.015080509621,8443.37560580961,null,5981.60128139731,280.51847978122,94.261579979904,null
Hungary,2006,59751.7310814697,74880.3052319845,74880.3052319845,948.667606663176,8350.81925965161,null,5718.971930524,3.17983523297692,106.935518443104,null
Hungary,2007,58419.0391671472,73091.6196133009,73091.6196133009,1033.27019656279,8307.57942063685,null,5206.0271026594,4.54037826540194,121.163348029308,null
Hungary,2008,57325.1623293437,71340.3700337963,71340.3700337963,1163.87453384613,8251.38147841946,null,4486.93928380424,4.79870808868294,108.213700294104,null
Hungary,2009,51630.6900244073,65082.9235143586,65082.9235143586,1118.16207549988,8090.37983725947,null,4149.45686329337,3.69890288580613,90.535811012796,null
Hungary,2010,52108.8927624657,65523.6895395564,65523.6895395564,1223.00892466918,8036.88485856424,null,4054.66099691422,1.52109411054007,98.720902832496,null
Hungary,2011,50272.8651021622,63808.0141618832,63808.0141618832,1345.29450693186,7821.16627134829,null,4259.61201967414,2.15827518269987,106.917986583972,null
Hungary,2012,46774.9448452999,60106.8999728075,60106.8999728075,1184.63413628766,7824.92080876326,null,4200.47536001711,1.72305427467814,120.20176816482,null
Hungary,2013,43930.8781767816,57553.8333024652,57553.8333024652,1280.34083026629,7618.50037046322,null,4599.49899611063,1.69134045297462,122.923588390416,null
Hungary,2014,43573.4088387418,57225.1552772286,57225.1552772286,1428.15989742829,7613.96898517364,null,4503.559566582,1.96115768125132,104.096831621616,null
Iceland,1990,2106.02606837613,3633.55800889373,3633.55800889373,null,521.754007975608,null,510.039969148917,494.641568393072,1.096395,null
Iceland,1991,2042.93697601045,3463.43779029116,3463.43779029116,null,516.622937656656,null,492.025762962568,410.608373661486,1.24374,null
Iceland,1992,2172.61936326312,3341.98723972385,3341.98723972385,null,522.840391711536,null,462.248631548003,183.03511320119,1.24374,null
Iceland,1993,2294.50464413142,3392.56305838494,3392.56305838494,1.464132459075,532.44604072678,null,474.664588477398,88.2399125902694,1.24374,null
Iceland,1994,2248.36895252634,3328.37101989366,3328.37101989366,2.33844807470778,543.438194954868,null,480.448203891548,52.5334804461967,1.24374,null
Iceland,1995,2299.61365454463,3389.0009683746,3389.0009683746,10.225737920955,540.029936360099,null,468.52531666652,69.3625828823928,1.24374,null
Iceland,1996,2385.91382557077,3472.18388343879,3472.18388343879,18.5930123882754,548.365598128893,null,488.423585792905,29.6441215579461,1.24374,null
Iceland,1997,2450.24391979067,3610.85799066624,3610.85799066624,28.7593384968544,548.487618181255,null,485.04328312507,97.0800910723957,1.24374,null
Iceland,1998,2450.23426342854,3754.77436474695,3754.77436474695,43.211936923695,560.855414397848,null,486.896684411113,212.332325585756,1.24374,null
Iceland,1999,2655.39472544564,3980.84934134933,3980.84934134933,48.8270751799535,566.017907213725,null,505.193155169216,204.172738340799,1.24374,null
Iceland,2000,2728.93748510151,3962.77280646566,3962.77280646566,43.2426842242686,558.843790318998,null,480.54342543483,149.893851386049,1.31157,null
Iceland,2001,2710.29472706565,3911.35024253636,3911.35024253636,48.6416260272348,570.077976632161,null,472.97384561243,108.050497198888,1.31157,null
Iceland,2002,2795.90731167373,3936.90100504714,3936.90100504714,46.0761384422012,566.717838493313,null,441.377625114495,85.5105213233986,1.31157,null
Iceland,2003,2792.72313185368,3918.59269639407,3918.59269639407,56.7371434698678,564.314880165058,null,433.032514022133,70.4734568833258,1.31157,null
Iceland,2004,2837.02901057771,3940.12141564936,3940.12141564936,60.2484921101631,566.075195778504,null,429.977569946523,45.4764422364567,1.314705,null
Iceland,2005,2797.31459197845,3897.68783769588,3897.68783769588,69.9839180702913,561.803561420248,null,435.307809254708,30.7605519721848,2.517405,null
Iceland,2006,2939.27659673656,4454.03498592419,4454.03498592419,70.2712220540477,589.048342642654,null,460.133441995219,392.787977495711,2.517405,null
Iceland,2007,3236.89533653359,4714.81830853324,4714.81830853324,74.0507553989458,591.161640049857,null,478.46482462183,331.386346929023,2.859405,null
Iceland,2008,3567.20925966227,5140.33616340343,5140.33616340343,85.0063343289147,586.608688711014,null,487.122854699782,411.382652201443,3.0063738,null
Iceland,2009,3521.8907096149,4855.77230906749,4855.77230906749,114.162503634959,583.347081095975,null,453.296797496436,180.050603425226,3.0246138,null
Iceland,2010,3383.55221868805,4730.35142972401,4730.35142972401,148.74450609698,583.726825693513,null,437.998561647196,171.665383798272,4.6639338,null
Iceland,2011,3298.56768958589,4520.22086357683,4520.22086357683,146.135568475016,565.841700268254,null,432.110601768568,74.5201696791007,3.0451338,null
Iceland,2012,3290.57643132926,4550.40347978486,4550.40347978486,173.364013138927,545.986934743431,null,441.154129484311,93.9998354889332,5.3221356,null
Iceland,2013,3301.79631376577,4534.66283487721,4534.66283487721,169.59699994519,546.326289750485,null,425.576789916525,88.1645538991686,3.201887600076,null
Iceland,2014,3272.20823296511,4596.84732943327,4596.84732943327,162.92430942505,592.490097771568,null,467.976035747765,99.0329495237754,2.215704,null
Ireland,1990,32768.5267614461,56168.5479342269,56087.8381630239,1.23409233310224,14881.8267322304,null,8402.25146514317,0.11977,33.879341871144,null
Ireland,1991,33508.44202382,56905.9454357891,56825.6863641971,1.40711876279489,15060.9463728375,null,8206.15403132436,9.868517,38.868300452352,null
Ireland,1992,33344.1023763207,56889.4175160503,56809.1096748183,1.65460506186319,15172.9904306476,null,8226.88792534021,19.617264,43.857073447944,null
Ireland,1993,33574.9717415815,57164.075772468,57083.626315164,3.59107427373691,15185.062007503,null,8227.9826710924,39.114758,52.904062713384,null
Ireland,1994,34696.485727221,58450.5970202985,58368.8845723285,10.9563290116968,15111.276023595,null,8429.60337041473,58.612252,61.950870086124,null
Ireland,1995,35718.7485642434,59872.746870335,59791.072093728,103.190244294911,15129.7925232797,4.374333333396,8658.24489119118,97.60724,79.114297385376,null
Ireland,1996,37335.1081070614,62002.1478800234,61919.5047663525,171.065114228286,15369.9949793376,4.719000000064,8807.86555931371,133.28886,97.463146411428,null
Ireland,1997,38675.594023595,63517.3013839311,63432.5297775281,283.85915921323,15348.9427625121,6.108666666672,8822.89550659361,169.01224,126.117418947468,null
Ireland,1998,40572.1758596239,66003.2455858899,65921.2652674719,374.287879044696,15593.8882772154,4.19100000004,9208.76962573064,79.217,88.735625857212,null
Ireland,1999,42302.0878630807,67141.7469205449,67064.2167913129,376.407400249996,15104.358411834,3.787666666588,8958.56605039318,254.822381,64.18701808848,null
Ireland,2000,45123.3354422644,69324.9552166344,69251.3548462284,456.662283846277,14532.2025177425,49.1748,8640.46632479878,397.75633,51.75714757644,null
Ireland,2001,47482.7207784323,71393.9183948119,71314.7882039049,590.20198186391,14585.9758649374,21.7752,8189.97350111337,379.51399,64.626887557932,null
Ireland,2002,45952.7301698154,69371.2338166882,69292.6163221512,607.010126712402,14525.9879348916,46.5776,7827.9333327164,267.89489,64.48226801544,null
Ireland,2003,45554.322521515,69613.7986917386,69540.6510456126,685.723996004295,15178.8735598674,46.6292,7679.19656832689,285.9505728,109.954627098972,null
Ireland,2004,46042.4022484132,68932.6740278551,68855.7501054471,682.541885960001,14248.8484604593,18.0772,7563.72479187619,234.81346,65.342058738444,null
Ireland,2005,47952.2043880837,70396.3261440834,70321.2078409634,678.876666024681,13980.9114900362,28.38,7367.66884644618,216.38503,96.78142037262,null
Ireland,2006,47405.9667288105,69795.1672441566,69714.6192054216,899.157653372687,13992.2282630042,28.208,7137.89562590752,190.95674,60.206194326732,null
Ireland,2007,47493.1266838399,69083.1959001752,68995.4570728592,906.281947800536,13363.2696736717,37.668,6964.07174052634,168.1002,62.938827020724,null
Ireland,2008,47175.5402654915,68451.001732038,68373.601122444,845.809066102674,13206.6583127526,null,6954.76947511412,136.13626,54.687742983168,null
Ireland,2009,41996.3246778451,62859.3798059974,62786.9795688554,915.143219255534,12870.7448590899,null,6881.95880780481,83.63275,39.175254860088,null
Ireland,2010,41558.2750861697,62299.0120650796,62235.1520447576,932.076700397207,12632.7938618075,null,7032.34683051764,46.5838,33.075765865524,null
Ireland,2011,37895.1954270366,58194.6676181813,58130.2970379833,955.223938791502,12594.3956182384,null,6624.15270059031,15.8758,45.453553326384,null
Ireland,2012,38031.6187161936,58685.2118354953,58622.7956444533,948.642331332965,12891.0378919229,0.78082539688,6703.76811913983,9.55905777777773,37.388702689308,null
Ireland,2013,37049.4238313976,58546.7272589838,58481.6073908868,1070.05099048529,13224.5004360501,0.900952380936,7084.87206028167,8.32435555555557,43.53476473566,null
Ireland,2014,36559.0685812916,58253.6714019415,58189.1548899195,1155.41752706007,13433.3537485563,0.961015872964,6985.06039741333,9.0040101010101,46.28960962422,null
Italy,1990,436204.249867101,521920.60052839,521920.60052839,444.0,54530.7700217967,null,27427.1150136846,2906.85506987091,407.610555937476,null
Italy,1991,435938.613895185,523489.80881579,523489.80881579,449.297351111111,55829.6777542009,null,28332.3126819202,2509.91163125455,429.995502117984,null
Italy,1992,435535.835117712,519982.778404742,519982.778404742,453.398078222222,53903.3305059745,null,27839.6545796609,1818.77438824307,431.785734929928,null
Italy,1993,429158.009174904,513611.618341214,513611.618341214,449.278843733333,53531.2373140554,null,28357.6723363782,1672.06121799773,443.359454145252,null
Italy,1994,421404.099922133,505566.538694119,505566.538694119,588.826127804444,53920.3139635746,null,27744.0589143276,1422.69866414441,486.54110213466,null
Italy,1995,447201.168755567,533449.768572357,533449.768572357,813.440876179556,54531.9581289499,null,28789.0872535738,1450.33078158548,663.782776501308,null
Italy,1996,440235.507200098,526825.535705134,526825.535705134,551.050451038267,55293.8708922891,null,28823.5939746128,1180.36205065767,741.151136437308,null
Italy,1997,444055.433535223,532739.930388069,532739.930388069,957.973264864718,55889.9048270693,null,29840.0532436916,1211.45546276734,785.110054453308,null
Italy,1998,454967.633181096,543800.430206334,543800.430206334,1476.80007576382,55449.6937982996,4.644,29975.391004565,1259.28705906902,666.981087541308,null
Italy,1999,459840.64226897,549495.230489239,549495.230489239,1956.02768660526,55371.7154790509,12.212,30573.2755087135,1265.45850136669,475.899044533308,null
Italy,2000,465175.073350703,554479.28974574,554479.28974574,2098.1573692364,55514.8052878267,25.628,29716.6050112189,1388.28830862196,560.732418133308,null
Italy,2001,471124.276709558,561600.32756657,561600.32756657,2735.60788065263,55366.385563849,12.785666666696,30007.7263129228,1502.52918164629,851.016251274588,null
Italy,2002,473504.059244666,561887.952427875,561887.952427875,3466.47580508128,53345.4685247307,28.060999999964,29313.7269451885,1491.22662124371,738.934286965308,null
Italy,2003,489595.50811926,578126.368278315,578126.368278315,4281.46004202424,52723.3992636202,27.83733333328,29067.955280636,1882.18207504574,548.026164395628,null
Italy,2004,492746.255602992,580725.580159886,580725.580159886,5122.70631063918,50476.1196194394,28.860333333348,29818.9429842785,1950.88149161402,581.813817589356,null
Italy,2005,490914.262890322,578904.440304856,578904.440304856,5998.31858684497,50821.1119885594,33.38133333336,28650.3201316075,1939.94659237002,547.09878181908,null
Italy,2006,486594.066569872,569054.804550053,569054.804550053,6810.98076763433,49344.3616410495,22.201666666608,23780.740671803,1935.14258994304,567.31064308518,null
Italy,2007,478237.711240526,561137.586097384,561137.586097384,7649.88186830627,49560.5043849069,11.568333333336,23342.0937596864,1886.20360283508,449.622907790328,null
Italy,2008,467933.59324447,549452.72907469,549452.72907469,8379.19866672924,49053.2980477557,18.78800000008,21862.6586594612,1712.38597586177,492.806480412096,null
Italy,2009,418881.076903293,498894.655103401,498894.655103401,9094.78938328605,48435.6439713659,17.966666666652,20780.9457037698,1215.36019192858,468.872283090756,null
Italy,2010,428879.681194381,508424.0983053,508424.0983053,9725.27307577869,47942.2582321725,20.17033333334,19945.7829086983,1520.38620529573,390.546355640196,null
Italy,2011,416499.534208263,494789.584565051,494789.584565051,10326.3785904328,46314.0052529268,27.782333333256,19522.5416761065,1661.28020541475,438.06229857318,null
Italy,2012,389340.763399181,468717.915842693,468717.915842693,10844.3500062769,46521.3334043081,24.93333333332,20045.1331829963,1499.20563616302,442.196880434796,null
Italy,2013,362063.649296268,438887.369554579,438887.369554579,11501.961494293,44074.4060266239,25.695999999964,19099.7322021243,1705.41366666667,416.510868602928,null
Italy,2014,342826.677130676,418587.214852809,418587.214852809,11977.713702619,43252.0281137566,28.1746666666,18584.7288524751,1564.34433333333,353.548053282912,null
Japan,1990,1155993.61991868,1270742.94816386,1270742.94816386,15932.3098610065,48582.354583789,32.888772785924,30812.4058184121,6539.29933306031,12850.069876124,null
Japan,1991,1164474.34578731,1280937.69911164,1280937.69911164,17349.6129448632,46856.5103039108,32.888772785924,30511.3768656314,7506.92208816063,14206.0423489773,null
Japan,1992,1174619.00608734,1294404.60265308,1294404.60265308,17767.2240356469,48083.2641854464,32.888772785924,30649.1017879241,7617.29310769735,15635.8246762342,null
Japan,1993,1167714.71812869,1285876.65515278,1285876.65515278,18129.15828489,42802.5676779224,43.851697047784,30541.5917698658,10942.7970238935,15701.9705704626,null
Japan,1994,1228936.69128837,1358267.67798852,1358267.67798852,21051.8952130351,47890.2539354229,76.740469833708,31848.6794560012,13443.4618370949,15019.955788766,null
Japan,1995,1242494.02197198,1379924.54422522,1379924.54422522,25213.125254391,45806.8361246506,202.814098845872,32150.303481633,17609.9185991771,16447.5246945505,null
Japan,1996,1255264.19757618,1393109.43817066,1393109.43817066,24597.8641568492,44503.1722518203,194.2741310511,33269.5652471293,18258.1770431605,17022.1877644734,null
Japan,1997,1253057.30667741,1389906.99374062,1389906.99374062,24436.5264513971,43678.9620385086,172.779350425156,34066.5958614205,19984.2828830977,14510.5404783559,null
Japan,1998,1218257.76164334,1345840.23839735,1345840.23839735,23741.8794201834,41366.229671637,172.654668087492,32509.1356173477,16568.476128946,13224.1012477999,null
Japan,1999,1253082.14716425,1367886.0892359,1367886.0892359,24368.0585435245,41431.0874022745,282.58917107368,26427.5255572824,13118.0647074888,9176.61669000422,null
Japan,2000,1274297.98807522,1386713.84350075,1386713.84350075,22851.8636870797,41474.3035517523,186.012616078876,28999.2067585032,11873.1098813579,7031.358930755,null
Japan,2001,1257384.56001844,1358715.50795218,1358715.50795218,19462.3383671019,40248.0449840683,195.052910487684,25481.0264578169,9878.46843426277,6066.01678000183,null
Japan,2002,1294399.19841025,1390331.14112579,1390331.14112579,16236.2858345722,39471.6008685318,271.722833062316,25017.4126699641,9199.43971030484,5735.48079910655,null
Japan,2003,1299490.60851261,1392702.14578963,1392702.14578963,16228.3222314537,37561.2962610553,299.13627155916,24862.2660643819,8854.20562687879,5406.31082169256,null
Japan,2004,1298433.88847959,1389593.18778594,1389593.18778594,12420.8107871239,39000.2112346486,367.35833940564,24895.5761326628,9216.6404835836,5258.70232892366,null
Japan,2005,1305938.82350271,1397101.81894679,1397101.81894679,12781.7375075383,38938.2198407023,1249.8727115608,24516.8073100251,8623.35165884274,5053.00641540646,null
Japan,2006,1285177.83728116,1377861.93887303,1377861.93887303,14626.9571482769,38194.7591155809,1093.43374395054,24541.2735204516,8998.77574592745,5228.90231767596,null
Japan,2007,1319799.19357988,1412795.07423849,1412795.07423849,16707.0682779207,38451.2188340267,1210.1174562836,23977.1748948328,7916.84958572168,4733.45160982727,null
Japan,2008,1235455.81022118,1327168.52855642,1327168.52855642,19284.8217975952,38239.0452791275,1173.15965386692,23095.1181033868,5743.40477878789,4177.16872247118,null
Japan,2009,1162606.19176432,1251003.58354902,1251003.58354902,20937.1092927225,37169.9662038379,1166.67539751926,22630.1353194331,4046.87214502824,2446.63342616026,null
Japan,2010,1212970.22514141,1304902.64207128,1304902.64207128,23304.9690842262,38272.2554555355,1369.46147154892,22312.3155677288,4249.54370366427,2423.8716471637,null
Japan,2011,1261862.93795353,1354616.00721129,1354616.00721129,26071.1982844377,37281.6961298776,1561.29996890664,21835.785656861,3755.44649236449,2247.64272531419,null
Japan,2012,1296186.35836425,1390339.97259376,1390339.97259376,29348.3866186668,36452.8171644772,1255.57224938292,21425.9666079099,3436.3283067772,2234.54328229354,null
Japan,2013,1311509.14921749,1407883.22553504,1407883.22553504,32087.655774418,36065.6870031811,1360.95736567399,21477.9038161769,3280.05930726813,2101.81305082406,null
Japan,2014,1265490.60931631,1363862.30512511,1363862.30512511,35784.9434523257,35481.8654615459,830.718458569632,20848.3298842674,3361.42530745359,2064.41324463394,null
Latvia,1990,19794.2944546485,26397.4022352212,26353.9729671409,null,3671.25976256575,null,2888.4187499266,null,null,null
Latvia,1991,18021.1952417204,24414.1717241305,24373.1198922177,null,3618.13417296435,null,2733.79047753294,null,null,null
Latvia,1992,14244.6533850411,19621.763908644,19583.5108268412,null,3127.74322563859,null,2211.11421616148,null,null,null
Latvia,1993,11966.1455063059,16186.0399405636,16149.8550136135,null,2399.58632889774,null,1784.12317840985,null,null,null
Latvia,1994,10399.1411291737,14279.7116000069,14244.249898045,null,2221.6565284619,null,1623.45224040938,null,null,null
Latvia,1995,9141.35351650325,12859.1564999065,12824.9863963606,11.5016279991938,2195.31337202979,null,1476.64453234033,null,0.173347488,null
Latvia,1996,9216.3839879477,12908.4610704903,12876.015337941,12.586220143499,2149.65955409861,null,1497.20877907923,null,0.176796672,null
Latvia,1997,8677.54581083478,12343.1909834203,12312.7096470877,12.7283681866556,2114.37735818473,null,1507.68854012155,null,0.36956976,null
Latvia,1998,8300.59527801083,11831.066179426,11802.1421345262,15.330161580305,2020.44763487794,null,1465.2535283451,null,0.515531712,null
Latvia,1999,7709.04999256645,11037.6382632983,11009.6604154188,17.0669956323628,1886.83395140844,null,1396.00174374754,null,0.707732064,null
Latvia,2000,7069.94204019894,10460.6847806777,10434.2892049033,20.4570997020826,1922.67669825472,null,1420.33019050757,null,0.88317624,null
Latvia,2001,7480.50260667025,11060.0802288106,11034.1487136715,23.9245928177286,2011.12796529729,null,1517.20687203825,null,1.386676848,null
Latvia,2002,7508.74324201186,11032.0061926977,11005.6585485282,27.2030886758681,1988.24259225888,null,1478.85083855763,null,2.618787024,null
Latvia,2003,7703.77150791307,11185.6575178459,11164.5973708301,31.18425198861,1894.3278431911,null,1532.55808860135,null,2.755679136,null
Latvia,2004,7709.46076182043,11175.5964659033,11155.2835976674,47.5387135790823,1871.48610903085,null,1523.54603555707,null,3.25197768,null
Latvia,2005,7790.40393195636,11395.9295574378,11374.2975846263,63.4773640814357,1929.4467468179,null,1587.19163101863,null,3.777910752,null
Latvia,2006,8289.2066784209,11911.3659591043,11894.9181081718,98.086850525309,1906.51130709666,null,1597.0427033129,null,4.070568816,null
Latvia,2007,8610.25539674785,12376.9837710524,12359.0369961038,123.586952647033,1967.57532337137,null,1653.06909906558,null,4.550224272,null
Latvia,2008,8184.97124654311,11953.985644454,11936.7676732202,142.01922610802,1962.60473631884,null,1641.93927418618,null,5.233190064,null
Latvia,2009,7443.28601054364,11233.8071730256,11217.4663550048,152.138590910531,1944.00369228414,null,1670.70989776254,null,7.328163504,null
Latvia,2010,8524.08722660934,12373.1196290852,12357.4686949319,164.417652418235,1949.62204571713,null,1711.99060011522,null,7.351170072,null
Latvia,2011,7807.65940956673,11634.5688573925,11624.147316179,184.972517309541,1897.76839603949,null,1726.2775176392,null,7.469475624,null
Latvia,2012,7521.1225279261,11526.2094164812,11513.8999779307,190.207896850381,1971.18501563382,null,1823.60766454439,null,7.776872976,null
Latvia,2013,7353.22044369415,11450.9295840751,11435.7719892041,204.353363501071,2010.24333265301,null,1859.45169122631,null,8.5031581296,null
Latvia,2014,7158.71803669862,11393.2936099759,11373.0906376115,212.063871159636,2082.2121449712,null,1911.51868113882,null,8.5779036432,null
Liechtenstein,1990,198.775112043709,null,229.177250677737,0.00010441014408,19.5448681479855,null,10.8571660758976,null,null,null
Liechtenstein,1991,206.146706845605,null,236.649430776773,0.00988335271844,19.427332509758,null,11.0653925025075,0.00011556618428,null,null
Liechtenstein,1992,206.776032802858,null,236.882855912506,0.08826257370904,19.0447482728985,null,10.9734548154026,0.00035744763733,null,null
Liechtenstein,1993,214.867690812009,null,244.009893169398,0.20081994161834,18.2064697958675,null,10.7341219517833,0.00079066811984,null,null
Liechtenstein,1994,200.961153022994,null,230.57933801286,0.51373349741604,18.4095160207945,null,10.6934412738792,0.00149419777664,null,null
Liechtenstein,1995,204.05592043076,null,234.321873164864,1.35253391305614,18.3065757362233,null,10.6048663617398,0.00197672308502,null,null
Liechtenstein,1996,205.809089624326,null,236.829079527098,1.71782472614808,18.739888143299,null,10.5601249829528,0.002152050372,null,null
Liechtenstein,1997,218.235372862382,null,249.341973160903,2.11391962125804,18.424472166493,null,10.5660800717191,0.00212843905001,null,null
Liechtenstein,1998,229.11710392684,null,260.338131244919,2.7348908256102,18.2353000685398,null,10.2466803031628,0.00415612076632,null,null
Liechtenstein,1999,226.448838014394,null,257.40036828594,3.34323851753229,17.6046629524728,null,9.99184559814152,0.00722320339987,0.00456,null
Liechtenstein,2000,216.750456413769,null,248.174546686285,4.10347221113633,17.369543920951,null,9.85174988711484,0.01200025331373,0.087324,null
Liechtenstein,2001,214.585310816839,null,247.655005960761,4.9356520871727,18.0431819588685,null,9.90992319345408,0.015637904427,0.1653,null
Liechtenstein,2002,219.947204551546,null,254.084383108083,5.47120399789924,18.3519930401303,null,10.0511549420148,0.01932257649335,0.243504,null
Liechtenstein,2003,229.265875097937,null,264.279161446894,6.12854893092129,18.5453134041077,null,10.0529496192889,0.03841039463912,0.248064,null
Liechtenstein,2004,229.296321626453,null,264.907037188606,6.96206085889234,18.618279576927,null,9.71942719946702,0.04806392686646,0.262884,null
Liechtenstein,2005,228.970323897819,null,265.828510797799,7.36154383025912,19.3132364778163,null,9.8626424137403,0.06563217816356,0.255132,null
Liechtenstein,2006,231.217305115884,null,269.235959275465,7.8145503445168,20.0275559533513,null,10.0432599001638,0.07697196154948,0.056316,null
Liechtenstein,2007,200.920107913985,null,240.179293519619,8.49400444140542,20.4636383509078,null,10.1044735088831,0.08306930443765,0.114,null
Liechtenstein,2008,219.698915477856,null,260.346696798514,9.1907279775217,20.7477032008307,null,10.2802956369935,0.08249450531183,0.34656,null
Liechtenstein,2009,205.590543733379,null,245.758998486856,9.3410475106414,20.4682385094255,null,10.1500059833859,0.07327475002379,0.135888,null
Liechtenstein,2010,191.047501716787,null,231.232479950203,10.2500525697453,19.932714765938,null,9.91002436183764,0.06870253589559,0.023484,null
Liechtenstein,2011,177.088040245414,null,218.605194588658,10.770146159739,20.3737358553615,null,10.2991722561692,0.06064807197405,0.013452,null
Liechtenstein,2012,185.63243136026,null,228.193175964646,11.4988439840028,20.7844563777485,null,10.2218522695012,0.05513597313341,0.000456,null
Liechtenstein,2013,192.864415788715,null,234.906930245995,11.9508379224311,19.9010173531568,null,9.9558398217058,0.06017135998668,0.174648,null
Liechtenstein,2014,161.541816662752,null,204.416249168196,12.1466596062458,20.604916295051,null,9.96502634386566,0.04177826028221,0.116052,null
Lithuania,1990,35812.8936845412,48190.2820210941,48190.2820210941,null,7006.655486476,null,5370.7328500769,null,null,null
Lithuania,1991,37908.6124957275,50233.7705660942,50233.7705660942,null,6680.69092500982,null,5644.46714535688,null,null,null
Lithuania,1992,21207.8873890696,30446.8235582429,30446.8235582429,null,5540.78729828295,null,3698.14887089031,null,null,null
Lithuania,1993,16347.1718255148,24548.3043848785,24548.3043848785,0.0278729208,4970.26928000649,null,3230.83540643641,null,null,null
Lithuania,1994,15765.4147628091,23234.5799127642,23234.5799127642,0.0927602556,4532.41401940857,null,2936.65837029095,null,null,null
Lithuania,1995,15022.5441346944,22400.5086396674,22400.5086396674,6.21273748928879,4396.41137578976,null,2975.29479169396,null,0.0456,null
Lithuania,1996,15676.8310317989,23468.2376077676,23468.2376077676,7.68397471124582,4357.3847907889,null,3426.2922104685,null,0.0456,null
Lithuania,1997,15086.2857611334,22971.1068622477,22971.1068622477,10.2196476847356,4333.212697407,null,3541.31123602261,null,0.07752,null
Lithuania,1998,15901.5175726569,23901.3798849324,23901.3798849324,13.901545928548,4166.8419588454,null,3818.61264750151,null,0.50616,null
Lithuania,1999,13422.1511465775,21233.0731787122,21233.0731787122,17.5034231599214,3973.11985881798,null,3819.75891455678,null,0.5398356,null
Lithuania,2000,11801.964898672,19605.2843248219,19605.2843248219,22.0831987915634,3764.72211005541,null,4015.79074170298,null,0.7233756,null
